,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,15000203,Circle,2024-03-29,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Web3",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,15000203,Circle,2024-03-22,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Financial Data",senior,,,,
0,15000205,Celonis,2024-03-14,1,FLEXIBLE / REMOTE,Data and Analytics,Ecosystem AI Lead,mid,,,,"['cash impact, radically improve customer experience and reduce carbon emissions. Its']"
0,61,Uber,2024-03-28,0,"NEW YORK, NY",Data and Analytics,"Strategic Operations Manager, Merchant Ops",senior,"['USD$101,000', 'per', 'year', '-', 'USD$112,500']",2+,['SQL'],['2+ years of professional work experience <strong>Preferred Qualifications</strong> Advanced in Microsoft']
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Data Scientist - Mental Wellbeing Analytics,mid,"['$72,100.00', '-', '$175,100.00']",1+,"['SQL', 'Python']","['with 1+ years of hands-on experience in data science or Bachelor', 'Bachelor with 2+ years of experience Solid foundation in statistics and', '(either through training or work experience) Expert proficiency with Python Strong', ""Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science,"", 'a variety of factors including experience, education, geography and other relevant']"
0,15000188,Flexport,2024-04-02,0,"ATLANTA, GA,BELLEVUE, WA,CHICAGO, IL,LOS ANGELES, CA,NEW YORK, NY",Data and Analytics,Trade Advisory Classification Associate,mid,,,,
0,15000203,Circle,2024-03-18,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Blockchain",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,12145,Bank of America,2024-04-03,0,"NEW YORK, NY",Data and Analytics,Compliance & Operational Risk Manager- Global Markets & Fixed Income,senior,,5-7+,,"['broad range of backgrounds and experiences and invest heavily in our', ""• Bachelor's Degree or equivalent experience Desired Qualifications and Competencies: •"", ""and Competencies: • 5-7+ years' experience working with fixed income products"", 'rules and regulations • Strong experience in dealing with regulator and', 'with Fixed Income product knowledge experience is advantageous • Advanced degrees,', 'degrees, securities licenses, or regulator experience are advantageous, but not required']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,"Director, Data Science - Promotions",senior,"['$144,200.00', '-', '$288,400.00']",7+,['Python'],"['healthcare and driving improved consumer experience by collaborating with key business', 'solutions, ultimately improving the customer experience while balancing financial goals. We', 'Qualifications 7+ years of progressive experience in developing standard and advanced', 'or similar. 5+ years of experience of end-to-end model development from', 'or indirectly 7+ years of experience in member, retail, consumer, promotion,', 'Qualifications 10+ years of end-to-end experience leading model development in a', 'a variety of factors including experience, education, geography and other relevant']"
0,15000186,Merge,2024-04-04,0,"NEW YORK, NY,SAN FRANCISCO, CA",Data and Analytics,RevOps Senior Associate,senior,,,,
0,15000188,Flexport,2024-04-03,0,"ATLANTA, GA,BELLEVUE, WA,CHICAGO, IL,LOS ANGELES, CA,NEW YORK, NY",Data and Analytics,Trade Advisory Senior Associate,senior,,,,
0,15000209,Samsara Inc.,2024-04-08,1,FLEXIBLE / REMOTE,Data and Analytics,Partner Sales Engineer ,senior,,,,
0,15000209,Samsara Inc.,2024-04-10,1,FLEXIBLE / REMOTE,Data and Analytics,Senior Data Science and Analytics Manager,senior,,,,['We are looking for an experienced data science and analytics manager']
0,15000209,Samsara Inc.,2024-04-08,1,FLEXIBLE / REMOTE,Data and Analytics,Senior Machine Learning Engineer - Edge AI,senior,,,,['Samsara is looking for an experienced Machine Learning Engineer for our']
0,11799,Cisco Meraki,2023-06-09,1,"FLEXIBLE / REMOTE,RESEARCH TRIANGLE PARK, NC",Data and Analytics,Security and Risk Specialist (TS/SCI),senior,,3-5+,,"['to mitigate risk. Using your experience and skills, you will design,', 'field preferred. 3-5+ years of experience identifying and prioritizing sensitive information,', 'insider threat posture. Must have experience conducting investigations related to insider', ""topics as directed 2+ years' experience as a Credentialed Counterintelligence (CI)"", ""or equivalent, preferred 2+ years' experience of OPSEC, INFOSEC, Law enforcement,"", 'used ~80% daily, and specific experience and use of Digital Guardian,', 'but not limited to skillset, experience, and relevant education, certifications, or']"
0,15000203,Circle,2024-03-29,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Web3",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Data Scientist - Payment Accuracy,mid,"['$82,915.00', '-', '$175,100.00']",1-2+,,"['provider offerings, and enhance consumer experience. You will be part of', 'of relevant programming or analytic experience. • Demonstrates good written and', ""Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science,"", ""PREFERRED QUALIFICATIONS Healthcare industry work experience is preferred EDUCATION Bachelor's degree"", 'a variety of factors including experience, education, geography and other relevant']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Senior Data Scientist - Product Analytics,senior,"['$92,700.00', '-', '$206,000.00']",3+,"['SQL', 'Azure', 'Python']","['products that significantly improve member experiences through digital and non-digital platforms.', 'improving medication adherence and patient experience. Consults with internal clients to', 'Qualifications 3+ years of hands-on experience in machine learning and deep', 'and deep learning frameworks 3+Strong experience with deployment of machine learning', 'learning models in production 3+Strong experience with cloud based ML frameworks', ""plus Full Stack Data Science experience is a plus Education Bachelor's"", ""Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science,"", 'a variety of factors including experience, education, geography and other relevant']"
0,15000203,Circle,2024-03-18,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Blockchain",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,11913,Siemens,2023-04-29,0,"SAN FRANCISCO, CA",Data and Analytics,"DoD SkillBridge Internship - Technician/Specialist - San Francisco, CA",internship,,21,,"['do. Smart buildings enhance the experience.Interacting with people, systems, and ambient', 'and ambient elements, they learn fromexperience and real-time input. Using intelligent', 'partner relationship <strong>Qualifications:</strong> <strong>U.S. Military experience as an E4 or above', 'Microsoft Office and Microsoft Project experience preferred Qualified applicants must be', '</strong><strong>SkillBridgeIntern</strong><strong>?</strong> You will gain hands-on experience during your internship and willhave']"
0,15000203,Circle,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,"Director, Sanctions Compliance",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,12145,Bank of America,2024-03-30,0,"BOSTON, MA,BREWER, ME,CHARLOTTE, NC,CHICAGO, IL,JACKSONVILLE, FL,KENNESAW, GA,NEW YORK, NY,PHOENIX, AZ,PLANO, TX,RICHMOND, VA",Data and Analytics,Consumer Product Strategy Analyst III - Client Protection,mid,,3+,['Python'],"['broad range of backgrounds and experiences and invest heavily in our', 'negative impacts to the customer experience. Key responsibilities include utilizing a', 'analysis, strategy development, or related experience. • Basic understanding of 1st', '• SQL/SAS Coding knowledge and/or experience. • Ability to build and', 'analysis, strategy development, or related experience. • 3+ years of SQL/SAS', '3+ years of SQL/SAS Coding experience. • 2+ years of fraud/fraud', '2+ years of fraud/fraud detection experience and/or 2+ years of analytical', '2+ years of analytical /financial experience (Payment card /Retail Bank Finance']"
0,61,Uber,2024-03-29,0,"SAN FRANCISCO, CA",Data and Analytics,Senior Data Scientist - Autonomous Mobility & Delivery,senior,"['USD$165,000', 'per', 'year', '-', 'USD$183,000']",3,['Python'],"['Delivery, which focuses on both experience and marketplace dynamics of autonomous', 'Minimum 3 years of industry experience as a Data Scientist or', 'Qualifications 5+ years of industry experience. Experience working with funnel optimization,']"
0,15000188,Flexport,2024-04-03,0,"ATLANTA, GA,BELLEVUE, WA,CHICAGO, IL,LOS ANGELES, CA,NEW YORK, NY",Data and Analytics,Trade Advisory Associate,mid,,,,
0,15000203,Circle,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,"Director, Sanctions Compliance",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,61,Uber,2024-04-10,0,"NEW YORK, NY",Data and Analytics,"Strategic Operations Manager, US&C Delivery - Eater Operations",senior,"['USD$101,000', 'per', 'year', '-', 'USD$112,500']",2+,['SQL'],"['customer base, improving our merchant experience, or one of our many', '2+ years of professional work experience in a related field (consulting,', 'marketing channels and tools Strong experience building and executing complex processes', 'communication and presentation skills, including experience presenting data &amp; insights to']"
0,15000202,GlossGenius,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Senior Marketing Analyst,senior,"$144,000-$170,000",,,"['upon many factors including skills, experience, location, and education. The base']"
0,61,Uber,2024-04-08,0,"SAN FRANCISCO, CA,SUNNYVALE, CA",Data and Analytics,Senior Data Scientist - Eats Feed,senior,"['USD$165,000', 'per', 'year', '-', 'USD$183,000', 'per', 'year.', 'For', 'Sunnyvale,', 'CA-based', 'roles:', 'The', 'base', 'salary', 'range', 'for', 'this', 'role', 'is', 'USD$165,000', 'per', 'year', '-', 'USD$183,000']",4+,"['SQL', 'Python']","[""Qualifications Bachelor's degree or equivalent experience in Statistics, Economics, Operations Research,"", 'other quantitative fields. 4+ years experience as a Data Scientist or', 'Preferred Qualifications MS/PhD degree equivalent experience in Statistics, Economics, Operations Research,', 'other quantitative fields. 5+ years experience as a Data Scientist or']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Principal Data Scientist - Product Innovation,senior,"['$144,200.00', '-', '$288,400.00']",6+,"['SQL', 'AWS', 'Python']","['managers, sales people, actuaries, user experience designers, data scientists, and data', 'design The ideal candidate Has experience building and productionizing ML models', 'Qualifications 6+ years of work experience developing impactful ML/AI solutions and', 'production 6+ years of programming experience in Python and SQL 6+', 'and SQL 6+ years of experience in version control (i.e. git,', 'git, CI/CD) 3+ years of experience with recommendation systems (content filtering,', 'Qualifications 8+ years of work experience building sophisticated and scalable Personalization/Recommendation', ""Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science,"", 'a variety of factors including experience, education, geography and other relevant']"
0,12145,Bank of America,2024-02-08,0,"NEW YORK, NY",Data and Analytics,Sr Quantitative Fin Analyst - Market Behavior Analytics Team,senior,,7,,"['structured data, graph analytics, and experience with building UI for data', 'least 7 years of relevant experience Proven technical leadership in designing']"
0,15000203,Circle,2024-03-29,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Web3",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,15000203,Circle,2024-03-29,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Web3",senior,,,,
0,15000203,Circle,2024-03-18,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Data Engineer, Blockchain",senior,,,,"['but not limited to: relevant experience, skill set, qualifications, and other']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Sr Data Engineer,senior,"['$106,605.00', '-', '$206,000.00']",plan,['SQL'],"['and service quality and member experience at a leading national B2C', 'to 5 year of programming experience with Python, Spark. Working knowledge', 'and cloud native services. Working experience with multiple file formats (XML,', ""biostats) with 5 years' work experience Pay Range The typical pay"", 'a variety of factors including experience, education, geography and other relevant']"
0,12096,CVS Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Lead ML/AI Engineer,senior,"['$118,450.00', '-', '$267,800.00']",6+,"['NoSQL', 'SQL', 'Azure', 'Spark', 'Python']","['Qualifications • 6+ years of experience in analytics domains, and deep', 'of SQL &amp; Python programming experience leveraging strong software development principles.', 'Preferred Qualifications • Hands on experience in building solutions using cloud', ""or related field or equivalent experience • Preferred: Master's Degree or"", 'a variety of factors including experience, education, geography and other relevant']"
0,12145,Bank of America,2024-04-08,0,"JERSEY CITY, NJ,NEW YORK, NY",Data and Analytics,Global Technology Business Controls and Enablement - Community College Summer Internship,internship,,,,"['during standard business hours Unique experience based on interests, development opportunities,', 'the company, and the intern experience Program experience: Provide opportunity to', 'and the intern experience Program experience: Provide opportunity to develop skills']"
0,15000209,Samsara Inc.,2024-04-08,1,FLEXIBLE / REMOTE,Data and Analytics,Partner Sales Engineer ,senior,,,,
0,15000209,Samsara Inc.,2024-04-08,1,FLEXIBLE / REMOTE,Data and Analytics,Senior Data Engineer,senior,,,,['to deliver a great customer experience.']
0,15000209,Samsara Inc.,2024-04-08,1,FLEXIBLE / REMOTE,Data and Analytics,Senior Data Science and Analytics Manager,senior,,,,['We are looking for an experienced data science and analytics manager']
