,JOB_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_POSTAL_CODE,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA
793,SENIOR DATA SCIENTIST,"ACLIMA, INC.",SAN FRANCISCO,94111,3,2019,98.6,123534.5,0,large,1,0
794,"DATA SCIENTIST, MACHINE LEARNING","DOORDASH, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,small,1,0
795,DATA SCIENTIST - LIFE SCIENCES,"CRA INTERNATIONAL, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
796,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
797,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
798,DATA ANALYST II,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10029,1,2019,100.0,67080.0,0,medium,0,0
799,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
800,RISK POLICY DATA SCIENTIST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
801,SENIOR DATA SCIENTIST,"S&P GLOBAL, INC.",NEW YORK,10041,2,2019,100.0,87464.0,0,large,0,0
802,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
803,DATA SCIENTIST - LIFE SCIENCES,"CRA INTERNATIONAL, INC.",NEW YORK,10018,3,2019,100.0,105227.0,0,large,0,0
804,DATA ANALYST II,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10029,1,2019,100.0,67080.0,0,medium,0,0
805,DATA SCIENTIST,"ORGANIC, INC.",NEW YORK,10017,4,2019,100.0,123011.0,0,large,0,0
806,DATA SCIENTIST- FINANCE,"7PARK DATA, INC.",NEW YORK,10016,3,2019,100.0,105227.0,0,medium,0,0
807,ASSOCIATE DATA ANALYST,GLU MOBILE INC.,SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
808,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,large,1,0
809,"SENIOR FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10022,3,2019,100.0,105227.0,0,large,0,0
810,SENIOR DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
811,SENIOR DATA SCIENTIST,"METLIFE GROUP, INC.",NEW YORK,10166,1,2019,100.0,69680.0,0,small,0,0
812,DATA SCIENTIST,"ANGELO, GORDON & CO., L.P.",NEW YORK,10167,2,2019,100.0,87464.0,0,small,0,0
813,DATA SCIENTIST,STANDARD & POOR'S FINANCIAL SERVICES LLC,NEW YORK,10041,2,2019,100.0,87464.0,0,medium,0,0
814,CONSUMER DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,large,1,0
815,DATA ENGINEER III,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,3,2019,100.0,105227.0,1,large,0,0
816,DATA ANALYST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
817,DATA SCIENTIST,"ANGELO, GORDON & CO., L.P.",NEW YORK,10167,2,2019,100.0,87464.0,0,small,0,0
818,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
819,DATA ANALYST I,"TWITTER, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,small,1,0
820,"DATA SCIENTIST, ANALYTICS","SLACK TECHNOLOGIES, INC.",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,medium,1,0
821,DATA SCIENTIST,"ZESTFINANCE, INC.",LOS ANGELES,90027,1,2019,73.9,73602.2,0,large,0,1
822,STATISTICIAN (RESEARCH DATA ANALYST),"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,94158,1,2019,98.6,72399.6,0,large,1,0
823,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
824,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,105227.0,0,medium,0,0
825,DATA ENGINEER II,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,2,2019,100.0,87464.0,1,large,0,0
826,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
827,DATA SCIENTIST (DATA ANALYST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,large,1,0
828,DATA SCIENTIST (DATA ANALYST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,large,1,0
829,"MANAGER, MUSIC DATA & INSIGHTS","NETFLIX, INC.",LOS ANGELES,90028,4,2019,73.9,130119.1,0,medium,0,1
830,DATA SCIENTIST II,LEVI STRAUSS & CO.,SAN FRANCISCO,94111,3,2019,98.6,123534.5,0,small,1,0
831,DATA ANALYST,WIKIMEDIA FOUNDATION,SAN FRANCISCO,94104,2,2019,98.6,101933.1,0,medium,1,0
832,SENIOR DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
833,DATA SCIENTIST- FINANCE,"7PARK DATA, INC.",NEW YORK,10016,3,2019,100.0,105227.0,0,medium,0,0
834,DATA ANALYST,"COMSCORE, INC.",NEW YORK,10001,1,2019,100.0,69680.0,0,large,0,0
835,SENIOR DATA SCIENTIST,"CHEGG, INC.",SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
836,DATA SCIENTIST I,"INSURANCE SERVICES OFFICE, INC",SAN FRANCISCO,94111,1,2019,98.6,80330.6,0,large,1,0
837,DATA SCIENTIST,"FULCRUM ANALYTICS, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
838,"ANALYST, UNITY DATA WAREHOUSE STATISTICAL MODELLING","NOMURA AMERICA SERVICES, LLC",NEW YORK,10019,2,2019,100.0,87464.0,0,medium,0,0
839,DATA SCIENTIST,"FULCRUM ANALYTICS, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
840,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,4,2019,100.0,123011.0,0,medium,0,0
841,"ANALYST, DATA SCIENCE","J CREW GROUP, INC.",NEW YORK,10003,1,2019,100.0,69680.0,0,large,0,0
842,DATA SCIENTIST,"VUNGLE, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,small,1,0
843,DATA SCIENTIST,"ETSY, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,medium,1,0
844,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
845,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,large,1,0
846,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,large,1,0
847,QUANTITATIVE DATA ANALYST,"LYFT, INC.",SAN FRANCISCO,94107,3,2019,98.6,123534.5,0,large,1,0
848,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",NEW YORK,10001,2,2019,100.0,87464.0,0,large,0,0
849,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",NEW YORK,10001,3,2019,100.0,105227.0,0,large,0,0
850,DATA ANALYST (DATA SCIENTIST),"UBER TECHNOLOGIES, INC.",NEW YORK,10001,4,2019,100.0,123011.0,0,large,0,0
851,"DATA ASSOCIATE, DATA STEWARDSHIP & ANALYSIS","S&P OPCO, LLC",NEW YORK,10041,1,2019,100.0,69680.0,0,large,0,0
852,DATA SCIENTIST,"CRUNCHBASE, INC.",SAN FRANCISCO,94104,1,2019,98.6,80330.6,0,medium,1,0
853,DATA SCIENTIST,"DEEPMACRO, LLC",NEW YORK,10017,2,2019,100.0,87464.0,0,medium,0,0
854,DATA SCIENTIST,"FULCRUM ANALYTICS, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
855,DATA SCIENTIST,"LYFT, INC.",SAN FRANCISCO,94107,3,2019,98.6,123534.5,0,large,1,0
856,"MANAGER, DATA SCIENTIST",SONY MUSIC ENTERTAINMENT INC.,NEW YORK,10010,2,2019,100.0,87464.0,0,small,0,0
857,DATA ANALYST,QUADRO PARTNERS INC,NEW YORK,10012,3,2019,100.0,105227.0,0,medium,0,0
858,DATA ANALYST,PROJECT APPLECART LLC,NEW YORK,10018,1,2019,100.0,69680.0,0,medium,0,0
859,DATA SCIENTIST,CROWD COMPUTING SYSTEMS INC,NEW YORK,10005,3,2019,100.0,110000.0,0,large,0,0
860,SR. STATISTICAL DATABASE MARKETING ANALYST,"FULLBEAUTY BRANDS MANAGEMENT SERVICES, L.P.",NEW YORK,10004,2,2019,100.0,87464.0,0,medium,0,0
861,"DATA SCIENTIST, CONSUMER INSIGHTS AND ANALYTICS","HOME BOX OFFICE, INC.",NEW YORK,10036,3,2019,100.0,105227.0,0,large,0,0
862,DATA STRATEGY ANALYST,NEUSTAR INFORMATION SERVICES,LOS ANGELES,90025,2,2019,73.9,92431.7,0,medium,0,1
863,MARKET DATA ANALYST,CLIPPERDATA LLC,NEW YORK,10010,1,2019,100.0,69680.0,0,small,0,0
864,DATA SCIENTIST III,"S&P GLOBAL, INC.",NEW YORK,10041,2,2019,100.0,87464.0,0,large,0,0
865,"DATA SCIENTIST, MACHINE LEARNING","DOORDASH, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,small,1,0
866,DATA SCIENTIST,"AFFIRM, INC.",SAN FRANCISCO,94108,3,2019,98.6,123534.5,0,large,1,0
867,"DATA ANALYST, DATA SCIENCE","COMSCORE, INC.",SAN FRANCISCO,94105,1,2019,98.6,80330.6,0,large,1,0
868,DATA ENGINEER,"SCRIPPS MEDIA, INC",SAN FRANCISCO,94104,2,2019,98.6,101933.1,1,small,1,0
869,SENIOR SPECIALIST - DATA SCIENTIST,"AT&T SERVICES, INC.",SAN FRANCISCO,94108,2,2019,98.6,101933.1,0,small,1,0
870,ASSOCIATE DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,small,1,0
871,DATA SCIENTIST,YELP INC.,SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,medium,1,0
872,DATA SCIENTIST,YELP INC.,SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,medium,1,0
873,DATA SCIENTIST,WE WORK MANAGEMENT LLC,NEW YORK,10011,1,2019,100.0,69680.0,0,medium,0,0
874,DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,small,1,0
875,DATA MODELER,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,small,1,0
876,DATA SCIENCE LEAD,"IDEO, LP",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,large,1,0
877,DATA SCIENTIST,EFT ANALYTICS INC.,NEW YORK,10118,2,2019,100.0,87464.0,0,medium,0,0
878,DATA SCIENTIST,EFT ANALYTICS INC.,NEW YORK,10118,2,2019,100.0,87464.0,0,medium,0,0
879,LEAD DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,123011.0,0,medium,0,0
880,DATA SCIENTIST I,"CLOVER HEALTH LABS, LLC",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,medium,1,0
881,DATA ANALYST,"LISTEN FIRST MEDIA, LLC",NEW YORK,10016,1,2019,100.0,69680.0,0,small,0,0
882,DATA ANALYST,OPTIMUS CONSULTING CORP.,NEW YORK,10105,2,2019,100.0,87464.0,0,medium,0,0
883,"DATA SCIENTIST, APPLIED ANALYTICS","HOME BOX OFFICE, INC.",NEW YORK,10036,2,2019,100.0,87464.0,0,large,0,0
884,"DATA SCIENTIST, APPLIED ANALYTICS","HOME BOX OFFICE, INC.",NEW YORK,10036,3,2019,100.0,105227.0,0,large,0,0
885,DATA SCIENTIST,"INDEED, INC.",SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
886,DATA SCIENTIST,"INDEED, INC.",SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
887,DATA SCIENTIST,"INDEED, INC.",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,small,1,0
888,DATA SCIENTIST,"INDEED, INC.",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,small,1,0
889,SENIOR DATA SCIENTIST,"EHEALTHINSURANCE SERVICES, INC.",SAN FRANCISCO,94107,3,2019,98.6,123534.5,0,small,1,0
890,DATA SCIENTIST,RBC CAPITAL MARKETS LLC,NEW YORK,10281,3,2019,100.0,105227.0,0,large,0,0
891,DATA SCIENTIST,"BOMBORA, INC.",NEW YORK,10010,4,2019,100.0,123011.0,0,small,0,0
892,"DATA SCIENTIST, CREATOR","PINTEREST, INC.",SAN FRANCISCO,94107,4,2019,98.6,145135.9,0,medium,1,0
893,DATA SCIENTIST,"PINTEREST, INC.",SAN FRANCISCO,94107,4,2019,98.6,145135.9,0,medium,1,0
894,LEAD DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,123011.0,0,medium,0,0
895,SENIOR DATA SCIENTIST,CBRE INC.,NEW YORK,10005,4,2019,100.0,123011.0,0,large,0,0
896,"FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10022,2,2019,100.0,87464.0,0,large,0,0
897,SENIOR DATA SCIENTIST,"ETSY, INC.",SAN FRANCISCO,94111,4,2019,98.6,145135.9,0,medium,1,0
898,DATA SCIENTIST,"KENSHOO, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,small,1,0
899,DATA SCIENTIST,AMERICAN EXPRESS COMPANY,NEW YORK,10285,3,2019,100.0,105227.0,0,medium,0,0
900,DATA SCIENTIST,NEUSTAR INFORMATION SERVICES,LOS ANGELES,90025,4,2019,73.9,130119.1,0,medium,0,1
901,DATA SCIENTIST II,PEOPLE AI INC,SAN FRANCISCO,94107,2,2019,98.6,101933.1,0,small,1,0
902,DATA SCIENTIST II,PEOPLE AI INC,SAN FRANCISCO,94107,2,2019,98.6,101933.1,0,small,1,0
903,DATA SCIENTIST (2),SNAP INC.,SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,small,1,0
904,DATA SCIENTIST,LON OPERATIONS LLC,NEW YORK,10010,2,2019,100.0,87464.0,0,large,0,0
905,DATA ANALYST,"CMGRP, INC.",NEW YORK,10022,1,2019,100.0,69680.0,0,large,0,0
906,DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,small,1,0
907,DATA SCIENTIST I,"QUARTERSPOT, INC.",NEW YORK,10001,1,2019,100.0,69680.0,0,large,0,0
908,DATA SCIENTIST I,"QUARTERSPOT, INC.",NEW YORK,10001,1,2019,100.0,69680.0,0,large,0,0
909,DATA SCIENTIST,SPARKBEYOND INC,NEW YORK,10016,3,2019,100.0,105227.0,0,small,0,0
910,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,large,1,0
911,"ASSOCIATE, DATA ANALYST",ANCHORAGE CAPITAL GROUP L.L.C.,NEW YORK,10012,2,2019,100.0,87464.0,0,medium,0,0
912,"SENIOR ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
913,"SENIOR ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
914,DATA SCIENTIST,CROWD COMPUTING SYSTEMS INC,NEW YORK,10005,3,2019,100.0,105227.0,0,large,0,0
915,DATA SCIENTIST,"ORACLE AMERICA, INC",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,medium,1,0
916,FRONT OFFICE APPLICATIONS DATA SCIENTIST,RBC CAPITAL MARKETS LLC,NEW YORK,10281,2,2019,100.0,87464.0,0,large,0,0
917,SR. ADVANCED DATA SCIENCE ANALYST,"MEDIA STORM, LLC",NEW YORK,10013,2,2019,100.0,87464.0,0,medium,0,0
918,ADVANCED DATA SCIENTIST,"MEDIA STORM, LLC",NEW YORK,10013,1,2019,100.0,69680.0,0,medium,0,0
919,DATA SCIENTIST,"COWEN, INC.",NEW YORK,10022,1,2019,100.0,69680.0,0,large,0,0
920,DATA SCIENTIST,"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,small,1,0
921,DATA SCIENTIST,"TAPJOY, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,large,1,0
922,DATA ANALYST,"ADDEPAR, INC.",NEW YORK,10017,4,2019,100.0,123011.0,0,small,0,0
923,DATA SCIENTIST,"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,small,1,0
924,"ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,1,2019,100.0,69680.0,0,medium,0,0
925,"ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,medium,1,0
926,DATA ANALYST,"RANDSTAD TECHNOLOGIES, LLC",NEW YORK,10003,2,2019,100.0,87464.0,0,medium,0,0
927,DATA SCIENTIST,ADOBE INC.,SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
928,CONSULTANT - DATA SCIENTIST,"INSURANCE SERVICES OFFICE, INC.",SAN FRANCISCO,94111,1,2019,98.6,80330.6,0,large,1,0
929,MANAGER OF DATA SCIENCE & ANALYTICS,"JUUL LABS, INC.",SAN FRANCISCO,94107,4,2019,98.6,145135.9,0,medium,1,0
930,DATA ANALYST,"RENT THE RUNWAY, INC.",NEW YORK,10014,1,2019,100.0,69680.0,0,medium,0,0
931,SENIOR  DATA SCIENTIST IV,PEOPLE AI INC,SAN FRANCISCO,94107,3,2019,98.6,123534.5,0,small,1,0
932,DATA SCIENTIST II,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,small,1,0
933,DATA SCIENTIST,"7PARK DATA, INC.",NEW YORK,10016,4,2019,100.0,123011.0,0,medium,0,0
934,DATA SCIENTIST,CASTLE GLOBAL INC,SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,small,1,0
935,DATA ENGINEER,VOXELCLOUD INC,LOS ANGELES,90024,2,2019,73.9,92431.7,1,large,0,1
936,DATA SCIENTIST,"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,small,1,0
937,DATA ANALYST,"BALYASNY ASSET MANAGEMENT, L.P.",NEW YORK,10153,2,2019,100.0,87464.0,0,medium,0,0
938,DATA SCIENTIST,INDELLIENT US INC.,NEW YORK,10038,2,2019,100.0,87464.0,0,large,0,0
939,DATA SCIENTIST,"THE GAP, INC.",SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
940,DATA SCIENTIST,"ALSO ENERGY, INC.",SAN FRANCISCO,94105,1,2019,98.6,80330.6,0,small,1,0
941,SENIOR RISK DATA ANALYST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
942,LEAD DATA ANALYST,"DASHLANE USA, INC.",NEW YORK,10010,4,2019,100.0,123011.0,0,small,0,0
943,DATA ANALYST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
944,DATA SCIENTIST,"BLUESHIFT LABS, INC.",SAN FRANCISCO,94104,2,2019,98.6,101933.1,0,small,1,0
945,DATA SCIENTIST,"MONGODB, INC.",NEW YORK,10019,2,2019,100.0,87464.0,0,large,0,0
946,DATA SCIENTIST,MUNICH AMERICAN REASSURANCE COMPANY,NEW YORK,10022,2,2019,100.0,87464.0,0,large,0,0
947,DATA SCIENCE PRODUCT MANAGER,"STUBHUB, INC.",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,medium,1,0
948,SENIOR DATA ANALYST,"PROSPER MARKETPLACE, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
949,DATA SCIENTIST,M SCIENCE LLC,NEW YORK,10010,2,2019,100.0,87464.0,0,large,0,0
950,AWS DEVOPS DATA SYSTEMS ADMINISTRATOR,"VERIDIC SOLUTIONS, LLC",SAN FRANCISCO,94158,2,2019,98.6,101933.1,0,medium,1,0
951,PLATFORM AND MOBILE DATA ENGINEER,"SCOOP TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,1,large,1,0
952,LEAD DATA ANALYST,"DASHLANE, INC",NEW YORK,10010,4,2019,100.0,123011.0,0,large,0,0
953,"MANAGER, DATA & ANALYTICS","HORIZON MEDIA, INC.",NEW YORK,10013,2,2019,100.0,87464.0,0,small,0,0
954,DATA SCIENTIST,MEDMINE LLC,NEW YORK,10016,2,2019,100.0,87464.0,0,medium,0,0
955,DATA ANALYST,CBRE INC.,NEW YORK,100222,1,2019,100.0,69680.0,0,large,0,0
956,SENIOR DATA MANAGER,"TURNAROUND FOR CHILDREN, INC.",NEW YORK,10036,2,2019,100.0,87464.0,0,small,0,0
957,SENIOR DATA SCIENTIST,CAPITAL GROUP COMPANIES GLOBAL,LOS ANGELES,90071,3,2019,73.9,111289.6,0,medium,0,1
958,SENIOR RISK DATA ANALYST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
959,DATA ANALYST,HELIX MEDIA LLC.,SAN FRANCISCO,94158,1,2019,98.6,80330.6,0,medium,1,0
960,STATISTICAL DATA ANALYST,PLASTIQ INC.,SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,medium,1,0
961,DATA SCIENTIST,"MEALPAL, INC.",NEW YORK,10001,1,2019,100.0,69680.0,0,small,0,0
962,DATA ANALYST,MOUNT SINAI HOSPITAL,NEW YORK,10029,1,2019,100.0,67080.0,0,large,0,0
963,DATA ANALYST,CBRE INC.,NEW YORK,10022,1,2019,100.0,69680.0,0,large,0,0
964,DATA ANALYST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,3,2019,98.6,123534.5,0,medium,1,0
965,DATA SCIENCE MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,large,1,0
966,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
967,PLATFORM AND MOBILE DATA ENGINEER,"SCOOP TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,1,large,1,0
968,DATA SCIENTIST,CARDSTACK SYNDICATE INC.,NEW YORK,10007,2,2019,100.0,87464.0,0,large,0,0
969,SENIOR DATA ANALYST  ADVANCED ANALYTICS,"THE GAP, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,small,1,0
970,SENIOR DATA ANALYST,"OPTIMIZELY, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
971,DATA SCIENTIST,"UDEMY, INC.",SAN FRANCISCO,94107,2,2019,98.6,101933.1,0,large,1,0
972,DATA ANALYST,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10029,1,2019,100.0,67080.0,0,medium,0,0
973,"MANAGER, DATA SCIENCE","CAPITAL ONE, NATIONAL ASSOCIATION",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
974,RISK MANAGER - DATA MODELING,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
975,DATA SCIENTIST,"PROSPER MARKETPLACE, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
976,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,large,1,0
977,"SR PRINCIPAL, QUANTITATIVE ANALYTICS AND DATA SCIENCE","GARTNER, INC.",NEW YORK,10003,2,2019,100.0,87464.0,0,medium,0,0
978,SR. DATA SCIENTIST,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,small,1,0
979,DATA SCIENTIST,"STITCH FIX, INC.",SAN FRANCISCO,94104,4,2019,98.6,145135.9,0,medium,1,0
980,DATA SCIENTIST,SP0N INC.,NEW YORK,10013,4,2019,100.0,123011.0,0,small,0,0
981,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
982,"DATA SCIENCE LEAD, SELLER-DS-CHANNEL OPTIMIZATION","SQUARE, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,medium,1,0
983,DATA SCIENCE ENGINEER (3),SNAP INC.,SAN FRANCISCO,94103,3,2019,98.6,123534.5,1,small,1,0
984,DATA ANALYST,"SHIPT, INC",SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,small,1,0
985,HEAD OF DATA SCIENCE,"ROCKET TRAVEL, INC.",NEW YORK,10001,4,2019,100.0,123011.0,0,small,0,0
986,"PRINCIPAL ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
987,DATA SCIENTIST II,"INSURANCE SERVICES OFFICE, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,large,1,0
988,DATA SCIENTIST,JPMORGAN CHASE & CO.,NEW YORK,10001,4,2019,100.0,123011.0,0,medium,0,0
989,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
990,DATA ENGINEER III,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,3,2019,100.0,105227.0,1,large,0,0
991,DATA SCIENTIST,NOVANTAS INC,NEW YORK,10017,4,2019,100.0,123011.0,0,small,0,0
992,LEAD DATA SCIENTIST,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,145135.9,0,small,1,0
993,SENIOR DATA SCIENTIST,MODA OPERANDI INC.,NEW YORK,10013,2,2019,100.0,87464.0,0,small,0,0
994,DATA SCIENCE,"SEGMENT.IO, INC.",SAN FRANCISCO,94111,2,2019,98.6,101933.1,0,medium,1,0
995,DATA SCIENTIST,"SMARKING, INC.",SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,large,1,0
996,"DATA SCIENTIST, ANALYTICS","DOORDASH, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,small,1,0
997,"SENIOR FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10022,3,2019,100.0,105227.0,0,large,0,0
998,DATA SCIENCE MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
